Alue	Tielaji	Osallinen el‰inlaji	Kuukausi	Tiedot	Riistaonnettomuudet
MK10 Etel‰-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M08	Lukum‰‰r‰	1
MK10 Etel‰-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M09	Lukum‰‰r‰	5
MK10 Etel‰-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M10	Lukum‰‰r‰	5
MK10 Etel‰-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M11	Lukum‰‰r‰	8
MK10 Etel‰-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M12	Lukum‰‰r‰	3
MK10 Etel‰-Savo	Yhteens‰	Mets‰peura	2020M01	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Mets‰peura	2020M02	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Mets‰peura	2020M03	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Mets‰peura	2020M04	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Mets‰peura	2020M05	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Mets‰peura	2020M06	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Mets‰peura	2020M07	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Mets‰peura	2020M08	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Mets‰peura	2020M09	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Mets‰peura	2020M10	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Mets‰peura	2020M11	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Mets‰peura	2020M12	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Villisika	2020M01	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Villisika	2020M02	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Villisika	2020M03	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Villisika	2020M04	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Villisika	2020M05	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Villisika	2020M06	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Villisika	2020M07	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Villisika	2020M08	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Villisika	2020M09	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Villisika	2020M10	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Villisika	2020M11	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Villisika	2020M12	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Kuusipeura	2020M01	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Kuusipeura	2020M02	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Kuusipeura	2020M03	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Kuusipeura	2020M04	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Kuusipeura	2020M05	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Kuusipeura	2020M06	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Kuusipeura	2020M07	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Kuusipeura	2020M08	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Kuusipeura	2020M09	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Kuusipeura	2020M10	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Kuusipeura	2020M11	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Kuusipeura	2020M12	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Mets‰kauris	2020M01	Lukum‰‰r‰	3
MK11 Pohjois-Savo	Yhteens‰	Mets‰kauris	2020M02	Lukum‰‰r‰	4
MK11 Pohjois-Savo	Yhteens‰	Mets‰kauris	2020M03	Lukum‰‰r‰	2
MK11 Pohjois-Savo	Yhteens‰	Mets‰kauris	2020M04	Lukum‰‰r‰	3
MK11 Pohjois-Savo	Yhteens‰	Mets‰kauris	2020M05	Lukum‰‰r‰	7
MK11 Pohjois-Savo	Yhteens‰	Mets‰kauris	2020M06	Lukum‰‰r‰	5
MK11 Pohjois-Savo	Yhteens‰	Mets‰kauris	2020M07	Lukum‰‰r‰	8
MK11 Pohjois-Savo	Yhteens‰	Mets‰kauris	2020M08	Lukum‰‰r‰	3
MK11 Pohjois-Savo	Yhteens‰	Mets‰kauris	2020M09	Lukum‰‰r‰	6
MK11 Pohjois-Savo	Yhteens‰	Mets‰kauris	2020M10	Lukum‰‰r‰	12
MK11 Pohjois-Savo	Yhteens‰	Mets‰kauris	2020M11	Lukum‰‰r‰	7
MK11 Pohjois-Savo	Yhteens‰	Mets‰kauris	2020M12	Lukum‰‰r‰	11
MK11 Pohjois-Savo	Yhteens‰	Hirvi	2020M01	Lukum‰‰r‰	3
MK11 Pohjois-Savo	Yhteens‰	Hirvi	2020M02	Lukum‰‰r‰	1
MK11 Pohjois-Savo	Yhteens‰	Hirvi	2020M03	Lukum‰‰r‰	3
MK11 Pohjois-Savo	Yhteens‰	Hirvi	2020M04	Lukum‰‰r‰	5
MK11 Pohjois-Savo	Yhteens‰	Hirvi	2020M05	Lukum‰‰r‰	4
MK11 Pohjois-Savo	Yhteens‰	Hirvi	2020M06	Lukum‰‰r‰	9
MK11 Pohjois-Savo	Yhteens‰	Hirvi	2020M07	Lukum‰‰r‰	7
MK11 Pohjois-Savo	Yhteens‰	Hirvi	2020M08	Lukum‰‰r‰	11
MK11 Pohjois-Savo	Yhteens‰	Hirvi	2020M09	Lukum‰‰r‰	17
MK11 Pohjois-Savo	Yhteens‰	Hirvi	2020M10	Lukum‰‰r‰	8
MK11 Pohjois-Savo	Yhteens‰	Hirvi	2020M11	Lukum‰‰r‰	22
MK11 Pohjois-Savo	Yhteens‰	Hirvi	2020M12	Lukum‰‰r‰	11
MK11 Pohjois-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M01	Lukum‰‰r‰	1
MK11 Pohjois-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M02	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M03	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M04	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M05	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M06	Lukum‰‰r‰	1
MK11 Pohjois-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M07	Lukum‰‰r‰	1
MK11 Pohjois-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M08	Lukum‰‰r‰	2
MK11 Pohjois-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M09	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M10	Lukum‰‰r‰	3
MK11 Pohjois-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M11	Lukum‰‰r‰	5
MK11 Pohjois-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M12	Lukum‰‰r‰	1
MK11 Pohjois-Savo	Yhteens‰	Mets‰peura	2020M01	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Mets‰peura	2020M02	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Mets‰peura	2020M03	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Mets‰peura	2020M04	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Mets‰peura	2020M05	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Mets‰peura	2020M06	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Mets‰peura	2020M07	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Mets‰peura	2020M08	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Mets‰peura	2020M09	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Mets‰peura	2020M10	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Mets‰peura	2020M11	Lukum‰‰r‰	0
MK11 Pohjois-Savo	Yhteens‰	Mets‰peura	2020M12	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Villisika	2020M01	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Villisika	2020M02	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Villisika	2020M03	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Villisika	2020M04	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Villisika	2020M05	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Villisika	2020M06	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Villisika	2020M07	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Villisika	2020M08	Lukum‰‰r‰	2
MK12 Pohjois-Karjala	Yhteens‰	Villisika	2020M09	Lukum‰‰r‰	1
MK12 Pohjois-Karjala	Yhteens‰	Villisika	2020M10	Lukum‰‰r‰	1
MK12 Pohjois-Karjala	Yhteens‰	Villisika	2020M11	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Villisika	2020M12	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Kuusipeura	2020M01	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Kuusipeura	2020M02	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Kuusipeura	2020M03	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Kuusipeura	2020M04	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Kuusipeura	2020M05	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Kuusipeura	2020M06	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Kuusipeura	2020M07	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Kuusipeura	2020M08	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Kuusipeura	2020M09	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Kuusipeura	2020M10	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Kuusipeura	2020M11	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Kuusipeura	2020M12	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Mets‰kauris	2020M01	Lukum‰‰r‰	2
MK12 Pohjois-Karjala	Yhteens‰	Mets‰kauris	2020M02	Lukum‰‰r‰	1
MK12 Pohjois-Karjala	Yhteens‰	Mets‰kauris	2020M03	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Mets‰kauris	2020M04	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Mets‰kauris	2020M05	Lukum‰‰r‰	2
MK12 Pohjois-Karjala	Yhteens‰	Mets‰kauris	2020M06	Lukum‰‰r‰	1
MK12 Pohjois-Karjala	Yhteens‰	Mets‰kauris	2020M07	Lukum‰‰r‰	4
MK12 Pohjois-Karjala	Yhteens‰	Mets‰kauris	2020M08	Lukum‰‰r‰	4
MK12 Pohjois-Karjala	Yhteens‰	Mets‰kauris	2020M09	Lukum‰‰r‰	5
MK12 Pohjois-Karjala	Yhteens‰	Mets‰kauris	2020M10	Lukum‰‰r‰	4
MK12 Pohjois-Karjala	Yhteens‰	Mets‰kauris	2020M11	Lukum‰‰r‰	3
MK12 Pohjois-Karjala	Yhteens‰	Mets‰kauris	2020M12	Lukum‰‰r‰	1
MK12 Pohjois-Karjala	Yhteens‰	Hirvi	2020M01	Lukum‰‰r‰	2
MK12 Pohjois-Karjala	Yhteens‰	Hirvi	2020M02	Lukum‰‰r‰	3
MK12 Pohjois-Karjala	Yhteens‰	Hirvi	2020M03	Lukum‰‰r‰	2
MK12 Pohjois-Karjala	Yhteens‰	Hirvi	2020M04	Lukum‰‰r‰	1
MK12 Pohjois-Karjala	Yhteens‰	Hirvi	2020M05	Lukum‰‰r‰	7
MK12 Pohjois-Karjala	Yhteens‰	Hirvi	2020M06	Lukum‰‰r‰	12
MK12 Pohjois-Karjala	Yhteens‰	Hirvi	2020M07	Lukum‰‰r‰	9
MK12 Pohjois-Karjala	Yhteens‰	Hirvi	2020M08	Lukum‰‰r‰	12
MK12 Pohjois-Karjala	Yhteens‰	Hirvi	2020M09	Lukum‰‰r‰	21
MK12 Pohjois-Karjala	Yhteens‰	Hirvi	2020M10	Lukum‰‰r‰	16
MK12 Pohjois-Karjala	Yhteens‰	Hirvi	2020M11	Lukum‰‰r‰	9
MK12 Pohjois-Karjala	Yhteens‰	Hirvi	2020M12	Lukum‰‰r‰	9
MK12 Pohjois-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M01	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M02	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M03	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M04	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M05	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M06	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M07	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M08	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M09	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M10	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M11	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M12	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Mets‰peura	2020M01	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Mets‰peura	2020M02	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Mets‰peura	2020M03	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Mets‰peura	2020M04	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Mets‰peura	2020M05	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Mets‰peura	2020M06	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Mets‰peura	2020M07	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Mets‰peura	2020M08	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Mets‰peura	2020M09	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Mets‰peura	2020M10	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Mets‰peura	2020M11	Lukum‰‰r‰	0
MK12 Pohjois-Karjala	Yhteens‰	Mets‰peura	2020M12	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Villisika	2020M01	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Villisika	2020M02	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Villisika	2020M03	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Villisika	2020M04	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Villisika	2020M05	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Villisika	2020M06	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Villisika	2020M07	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Villisika	2020M08	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Villisika	2020M09	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Villisika	2020M10	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Villisika	2020M11	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Villisika	2020M12	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Kuusipeura	2020M01	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Kuusipeura	2020M02	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Kuusipeura	2020M03	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Kuusipeura	2020M04	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Kuusipeura	2020M05	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Kuusipeura	2020M06	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Kuusipeura	2020M07	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Kuusipeura	2020M08	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Kuusipeura	2020M09	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Kuusipeura	2020M10	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Kuusipeura	2020M11	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Kuusipeura	2020M12	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M01	Lukum‰‰r‰	1
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M02	Lukum‰‰r‰	2
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M03	Lukum‰‰r‰	1
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M04	Lukum‰‰r‰	2
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M05	Lukum‰‰r‰	10
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M06	Lukum‰‰r‰	2
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M07	Lukum‰‰r‰	5
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M08	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M09	Lukum‰‰r‰	1
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M10	Lukum‰‰r‰	3
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M11	Lukum‰‰r‰	6
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M12	Lukum‰‰r‰	2
MK16 Keski-Pohjanmaa	Yhteens‰	Hirvi	2020M01	Lukum‰‰r‰	1
MK16 Keski-Pohjanmaa	Yhteens‰	Hirvi	2020M02	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Hirvi	2020M03	Lukum‰‰r‰	1
MK16 Keski-Pohjanmaa	Yhteens‰	Hirvi	2020M04	Lukum‰‰r‰	4
MK16 Keski-Pohjanmaa	Yhteens‰	Hirvi	2020M05	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Hirvi	2020M06	Lukum‰‰r‰	1
MK16 Keski-Pohjanmaa	Yhteens‰	Hirvi	2020M07	Lukum‰‰r‰	1
MK16 Keski-Pohjanmaa	Yhteens‰	Hirvi	2020M08	Lukum‰‰r‰	2
MK16 Keski-Pohjanmaa	Yhteens‰	Hirvi	2020M09	Lukum‰‰r‰	5
MK16 Keski-Pohjanmaa	Yhteens‰	Hirvi	2020M10	Lukum‰‰r‰	9
MK16 Keski-Pohjanmaa	Yhteens‰	Hirvi	2020M11	Lukum‰‰r‰	4
MK16 Keski-Pohjanmaa	Yhteens‰	Hirvi	2020M12	Lukum‰‰r‰	3
MK16 Keski-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M01	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M02	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M03	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M04	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M05	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M06	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M07	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M08	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M09	Lukum‰‰r‰	1
MK16 Keski-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M10	Lukum‰‰r‰	1
MK16 Keski-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M11	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M12	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰peura	2020M01	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰peura	2020M02	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰peura	2020M03	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰peura	2020M04	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰peura	2020M05	Lukum‰‰r‰	1
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰peura	2020M06	Lukum‰‰r‰	2
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰peura	2020M07	Lukum‰‰r‰	0
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰peura	2020M08	Lukum‰‰r‰	3
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰peura	2020M09	Lukum‰‰r‰	1
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰peura	2020M10	Lukum‰‰r‰	3
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰peura	2020M11	Lukum‰‰r‰	5
MK16 Keski-Pohjanmaa	Yhteens‰	Mets‰peura	2020M12	Lukum‰‰r‰	5
MK17 Pohjois-Pohjanmaa	Yhteens‰	Villisika	2020M01	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Villisika	2020M02	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Villisika	2020M03	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Villisika	2020M04	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Villisika	2020M05	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Villisika	2020M06	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Villisika	2020M07	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Villisika	2020M08	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Villisika	2020M09	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Villisika	2020M10	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Villisika	2020M11	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Villisika	2020M12	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Kuusipeura	2020M01	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Kuusipeura	2020M02	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Kuusipeura	2020M03	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Kuusipeura	2020M04	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Kuusipeura	2020M05	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Kuusipeura	2020M06	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Kuusipeura	2020M07	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Kuusipeura	2020M08	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Kuusipeura	2020M09	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Kuusipeura	2020M10	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Kuusipeura	2020M11	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Kuusipeura	2020M12	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M01	Lukum‰‰r‰	9
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M02	Lukum‰‰r‰	5
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M03	Lukum‰‰r‰	5
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M04	Lukum‰‰r‰	14
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M05	Lukum‰‰r‰	15
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M06	Lukum‰‰r‰	8
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M07	Lukum‰‰r‰	20
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M08	Lukum‰‰r‰	15
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M09	Lukum‰‰r‰	12
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M10	Lukum‰‰r‰	13
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M11	Lukum‰‰r‰	9
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M12	Lukum‰‰r‰	18
MK17 Pohjois-Pohjanmaa	Yhteens‰	Hirvi	2020M01	Lukum‰‰r‰	8
MK17 Pohjois-Pohjanmaa	Yhteens‰	Hirvi	2020M02	Lukum‰‰r‰	2
MK17 Pohjois-Pohjanmaa	Yhteens‰	Hirvi	2020M03	Lukum‰‰r‰	4
MK17 Pohjois-Pohjanmaa	Yhteens‰	Hirvi	2020M04	Lukum‰‰r‰	3
